Symbol,Date,Open,High,Low,Close,Percent Change,Volume,52High,52Low
KBL,2026-02-12,186.0,188.5,184.0,188.0,1.08,201565.0,233.5,175.5
KBSH,2026-02-12,1655.0,1660.0,1655.0,1656.4,0.08,262.0,3000.8,1618.0
KDBY,2026-02-12,9.87,10.3,9.87,10.3,4.36,16500.0,10.57,8.67
KDL,2026-02-12,960.5,960.5,898.0,901.0,-6.19,13296.0,1306.3,770.0
KEF,2026-02-12,9.4,9.49,9.31,9.38,-0.21,11600.0,10.42,8.31
KKHC,2026-02-12,298.0,326.4,287.2,320.0,7.38,719782.0,475.9,208.0
KMCDB,2026-02-12,935.0,935.0,915.0,917.0,-1.93,6085.0,1270.0,915.0
KPCL,2026-02-12,521.1,536.0,521.1,535.0,2.67,30147.0,711.0,491.0
KSBBL,2026-02-12,452.1,459.7,452.1,456.9,1.06,20797.0,588.0,404.1
KSY,2026-02-12,9.51,9.58,9.4,9.58,0.74,400.0,10.64,8.21
LBBL,2026-02-12,480.4,487.0,470.0,476.9,-0.73,81436.0,646.3,376.5
LEC,2026-02-12,241.7,241.7,230.0,230.5,-4.63,520628.0,263.0,180.0
LICN,2026-02-12,840.0,840.5,829.0,835.0,-0.6,13746.0,1415.0,773.0
LLBS,2026-02-12,974.9,974.9,925.0,966.9,-0.82,274.0,1367.3,865.0
LSL,2026-02-12,209.7,209.7,205.1,207.0,-1.29,53728.0,252.0,201.0
LUK,2026-02-12,9.9,9.9,9.9,9.9,0.0,1000.0,11.97,8.97
LVF2,2026-02-12,9.5,9.64,9.46,9.64,1.47,1300.0,11.45,8.76
MABEL,2026-02-12,762.0,783.7,750.0,755.0,-0.92,24759.0,927.0,317.7
MAKAR,2026-02-12,539.2,593.6,539.2,558.0,3.49,27881.0,859.0,515.0
MANDU,2026-02-12,805.0,830.0,805.0,830.0,3.11,3644.0,1011.0,766.5
MATRI,2026-02-12,961.0,980.0,961.0,970.0,0.94,1653.0,1464.8,930.1
MBJC,2026-02-12,288.0,313.7,281.4,313.7,8.92,454178.0,371.0,270.0
